system, compute, kernel, datatype, arithmetic_intensity, roofline_time, actual_time, bounding_factor
HLC_WFIRST, RTX_5090, EFC, fp32, 0.5, 0.00011450516, 0.00012416189370505497, memory
HLC_WFIRST, R9_9950X3D, EFC, fp32, 0.5, 0.003857828090124237, 0.003054110585062932, memory
